,Title,Gross,Budget,Date,Genre,Director,RT Rating,IMDB Rating,IMDB Votes
973,Things to Do in Denver when You're Dead,529766,15000000.0,1995,Black Comedy,,33.0,6.6,12789.0
974,A Time to Kill,152266007,40000000.0,1996,Drama,Joel Schumacher,68.0,7.1,38577.0
975,Total Recall,261400000,65000000.0,1990,Action,Paul Verhoeven,81.0,7.4,70355.0
976,This Thing of Ours,37227,2000000.0,2003,Drama,,,5.2,316.0
977,Tootsie,177200000,15000000.0,1982,Comedy,Sydney Pollack,87.0,7.4,31669.0
978,That Thing You Do!,31748615,2500000.0,1996,Drama,Tom Hanks,92.0,6.7,25916.0
979,The Trouble With Harry,7000000,1200000.0,1955,,Alfred Hitchcock,89.0,7.2,11580.0
980,Twins,216600000,15000000.0,1988,Comedy,Ivan Reitman,33.0,,
981,Twister,495900000,88000000.0,1996,Action,Jan De Bont,57.0,6.0,61665.0
982,Towering Inferno,139700000,14000000.0,1974,,John Guillermin,,,
983,Taxi Driver,21100000,1000000.0,1976,Drama,Martin Scorsese,98.0,8.6,155774.0
984,Tycoon,121016,5000000.0,2003,,,,6.0,456.0
985,Toy Story,361948825,30000000.0,1995,Adventure,John Lasseter,100.0,8.2,151143.0
986,Twilight Zone: The Movie,29500000,10000000.0,1983,Horror,Steven Spielberg,67.0,6.3,12054.0
987,Unforgettable,2483790,18000000.0,1996,Thriller/Suspense,John Dahl,23.0,5.7,2284.0
988,UHF,6157157,5000000.0,1989,,,55.0,6.6,12676.0
989,Ulee's Gold,15600000,2700000.0,1997,Drama,,94.0,7.0,4041.0
990,Under Siege 2: Dark Territory,104324083,60000000.0,1995,Action,,34.0,5.1,15218.0
991,The Untouchables,76270454,25000000.0,1987,Action,Brian De Palma,81.0,8.0,86097.0
992,Under the Rainbow,18826490,20000000.0,1981,Comedy,,,4.9,1263.0
993,Veer-Zaara,7017859,7000000.0,2004,Drama,,,7.3,4155.0
994,Videodrome,2120439,5952000.0,1983,Horror,David Cronenberg,,7.3,20080.0
995,Les Visiteurs,98754000,7000000.0,1996,Comedy,,,6.7,7393.0
996,"Couloirs du temps: Les visiteurs 2, Les",26146072,20000000.0,1998,Comedy,,,,
997,The Valley of Decision,9132000,2160000.0,1945,,,,7.3,682.0
998,Vampire in Brooklyn,19637147,14000000.0,1995,Horror,Wes Craven,11.0,4.3,8200.0
999,The Verdict,53977250,16000000.0,1982,Drama,Sidney Lumet,96.0,7.7,10864.0
1000,Virtuosity,23998226,30000000.0,1995,Action,,34.0,5.3,11079.0
1001,Everything Put Together,0,500000.0,2001,,,,6.7,418.0
1002,A View to a Kill,152627960,30000000.0,1985,Action,John Glen,39.0,6.1,23770.0
1003,The Work and the Glory: American Zion,2025032,6500000.0,2005,Drama,,,5.6,365.0
1004,A Walk on the Moon,4741987,14000000.0,1999,Drama,Tony Goldwyn,74.0,6.4,4125.0
1005,The Work and the Glory,3347647,7500000.0,2004,Drama,,17.0,6.0,531.0
1006,The Work and the Story,16137,103000.0,2003,Comedy,,,5.1,82.0
1007,What the #$'! Do We Know,10941801,4000000.0,2004,Documentary,,,,
1008,Waiting for Guffman,2922988,4000000.0,1997,Comedy,Christopher Guest,,7.4,14880.0
1009,Who Framed Roger Rabbit?,351500000,70000000.0,1988,Comedy,Robert Zemeckis,98.0,7.6,53541.0
1010,White Fang,34729091,14000000.0,1991,Adventure,Randal Kleiser,67.0,,
1011,White Squall,10229300,38000000.0,1996,Adventure,Ridley Scott,63.0,6.4,8385.0
1012,What's Eating Gilbert Grape,9170214,11000000.0,1993,Drama,Lasse Hallstrom,88.0,7.8,51219.0
1013,Witchboard,7369373,2000000.0,1986,Horror,,,5.2,1666.0
1014,The Wiz,13000000,24000000.0,1978,Musical,Sidney Lumet,37.0,4.5,4896.0
1015,Walking and Talking,1615787,1000000.0,1996,Romantic Comedy,,86.0,6.5,1756.0
1016,The Wild Bunch,509424,6000000.0,1969,Western,Sam Peckinpah,97.0,8.2,31196.0
1017,Wall Street,43848100,15000000.0,1987,Drama,Oliver Stone,78.0,7.3,35454.0
1018,The Wrong Man,2000000,1200000.0,1956,,Alfred Hitchcock,89.0,7.5,7531.0
1019,Woman Chaser,110719,150000.0,1900,,,,,
1020,We're No Angels,10555348,20000000.0,1989,Comedy,Neil Jordan,50.0,5.6,7839.0
1021,Wolf,131011757,70000000.0,1994,Thriller/Suspense,Mike Nichols,60.0,6.0,20035.0
1022,Warriors of Virtue,6448817,35000000.0,1997,Action,Ronny Yu,10.0,4.0,1202.0
1023,War Games,74433837,12000000.0,1983,Thriller/Suspense,John Badham,,6.4,88.0
1024,Warlock,8824553,7000000.0,1991,Horror,Steve Miner,,5.9,4921.0
1025,War and Peace,12500000,6000000.0,1956,,King Vidor,50.0,6.8,2923.0
1026,Warlock: The Armageddon,3902679,3000000.0,1993,Horror,,,4.9,1888.0
1027,Wasabi,7000000,15300000.0,2002,,,,6.5,11647.0
1028,West Side Story,43700000,6000000.0,1961,,Robert Wise,92.0,7.7,29488.0
1029,When The Cat's Away,2525984,300000.0,1996,Comedy,,,,
1030,Welcome to the Dollhouse,4726732,800000.0,1996,Comedy,Todd Solondz,,7.3,13469.0
1031,Witness,65532576,12000000.0,1985,Thriller/Suspense,Peter Weir,94.0,7.6,30460.0
1032,Waterworld,264246220,175000000.0,1995,Action,Kevin Reynolds,42.0,5.7,54126.0
1033,Willy Wonka & the Chocolate Factory,4000000,3000000.0,1971,,,90.0,7.8,46824.0
1034,Wayne's World,183097323,20000000.0,1992,Comedy,Penelope Spheeris,84.0,6.9,42570.0
1035,Wyatt Earp,25052000,63000000.0,1994,Western,Lawrence Kasdan,42.0,6.4,15614.0
1036,The Wizard of Oz,28202232,2777000.0,1939,Musical,King Vidor,,8.3,102795.0
1037,Executive Decision,122079192,55000000.0,1996,Thriller/Suspense,,65.0,6.3,18569.0
1038,Exodus,21750000,4000000.0,1960,,,67.0,6.8,3546.0
1039,The Exorcist,402500000,12000000.0,1973,Horror,William Friedkin,84.0,8.1,103131.0
1040,Extreme Measures,17378193,38000000.0,1996,Drama,Michael Apted,55.0,5.9,8038.0
1041,You Can't Take It With You,4000000,1644000.0,1938,,Frank Capra,96.0,8.0,8597.0
1042,Eye for an Eye,26792700,20000000.0,1996,Drama,John Schlesinger,,5.7,4837.0
1043,Young Guns,44726644,13000000.0,1988,Western,,40.0,6.6,21404.0
1044,Young Frankenstein,86300000,2800000.0,1974,,Mel Brooks,93.0,8.0,57106.0
1045,Yentl,39012241,12000000.0,1983,Musical,Barbra Streisand,71.0,6.2,4952.0
1046,You Only Live Twice,111600000,9500000.0,1967,Action,,70.0,7.0,24701.0
1047,Ayurveda: Art of Being,2066892,300000.0,2002,Documentary,,,7.3,181.0
1048,Young Sherlock Holmes,19739000,18000000.0,1985,Adventure,Barry Levinson,63.0,6.5,7293.0
1049,102 Dalmatians,66941559,85000000.0,1900,Comedy,Kevin Lima,30.0,4.4,7147.0
1050,Ten Things I Hate About You,38177966,13000000.0,1999,Romantic Comedy,,,6.9,61910.0
1051,"10,000 B.C.",269065678,105000000.0,2008,Adventure,Roland Emmerich,9.0,5.8,134.0
1052,10th & Wolf,54702,8000000.0,2006,Drama,Robert Moresco,19.0,6.3,3655.0
1053,11:14,0,6000000.0,2005,,,,7.3,18261.0
1054,Cloverfield,170764033,25000000.0,2008,Action,Matt Reeves,76.0,7.4,136068.0
1055,12 Rounds,18184083,20000000.0,2009,Action,Renny Harlin,28.0,5.4,8914.0
1056,Thirteen Conversations About One Thing,3705923,3000000.0,2002,Drama,,,7.1,6188.0
1057,13 Going On 30,96439723,30000000.0,2004,Comedy,Gary Winick,,6.1,32634.0
1058,Thirteen Ghosts,68467960,19000000.0,2001,Horror,,,5.1,23243.0
1059,1408,128529299,22500000.0,2007,Horror,,78.0,6.9,72913.0
1060,15 Minutes,56331864,42000000.0,2001,Thriller/Suspense,,32.0,6.1,25566.0
1061,16 to Life,10744,1000000.0,2010,Romantic Comedy,,,,
1062,16 Blocks,65595141,45000000.0,2006,Action,Richard Donner,55.0,6.7,41207.0
1063,One Man's Hero,229311,18000000.0,1999,,,,5.7,627.0
1064,First Daughter,10419084,30000000.0,2004,Romantic Comedy,Forest Whitaker,8.0,4.7,6839.0
1065,2012,766812167,200000000.0,2009,Action,Roland Emmerich,39.0,6.2,396.0
1066,2046,19202856,12000000.0,2005,Drama,Wong Kar-wai,,7.5,19431.0
1067,20 Dates,541636,66000.0,1999,Comedy,,,4.9,1423.0
1068,21,157852532,35000000.0,2008,Thriller/Suspense,Robert Luketic,35.0,6.7,60918.0
1069,21 Grams,60448701,20000000.0,2003,Drama,Alejandro Gonzalez Inarritu,81.0,7.9,77910.0
1070,25th Hour,23928503,4500000.0,2002,Drama,Spike Lee,78.0,7.9,58781.0
1071,28 Days,62063972,43000000.0,1900,Comedy,Betty Thomas,30.0,5.8,17937.0
1072,28 Days Later...,82719885,15000000.0,2003,Horror,Danny Boyle,89.0,7.6,103525.0
1073,28 Weeks Later,64238440,15000000.0,2007,Horror,,,7.1,69558.0
1074,Two Brothers,39925603,72000000.0,2004,Drama,Jean-Jacques Annaud,77.0,6.0,127.0
1075,Cop Out,44875481,37000000.0,2010,Comedy,Kevin Smith,19.0,5.7,16520.0
1076,Two Lovers,11549034,12000000.0,2009,Drama,James Gray,,7.3,10325.0
1077,2 For the Money,27848418,20000000.0,2005,Drama,D.J. Caruso,,,
1078,Secondhand Lions,47855342,30000000.0,2003,Drama,,60.0,7.5,19040.0
1079,Two Can Play That Game,22391450,13000000.0,2001,Romantic Comedy,,43.0,5.6,2370.0
1080,Two Weeks Notice,199043309,60000000.0,2002,Romantic Comedy,,42.0,5.8,35515.0
1081,300,456068181,60000000.0,2007,Action,Zack Snyder,60.0,7.8,235508.0
1082,30 Days of Night,75066323,30000000.0,2007,Horror,,49.0,6.6,52518.0
1083,Three Kings,107752036,48000000.0,1999,Action,David O. Russell,94.0,7.3,68726.0
1084,3000 Miles to Graceland,18708848,62000000.0,2001,Drama,,14.0,5.6,20094.0
1085,3 Strikes,9821335,4000000.0,1900,Comedy,,,2.9,905.0
1086,3:10 to Yuma,69791889,48000000.0,2007,Western,James Mangold,89.0,7.9,98355.0
1087,40 Days and 40 Nights,95092667,17000000.0,2002,Romantic Comedy,Michael Lehmann,38.0,5.4,27912.0
1088,The 40 Year-old Virgin,177339049,26000000.0,2005,Comedy,Judd Apatow,,7.5,94557.0
1089,Four Brothers,92494381,30000000.0,2005,Drama,John Singleton,52.0,6.8,38311.0
1090,Four Christmases,163546040,80000000.0,2008,Comedy,Seth Gordon,25.0,5.7,14690.0
1091,The Four Feathers,29882645,35000000.0,2002,Drama,Shekhar Kapur,41.0,6.3,13204.0
1092,The Fourth Kind,41826604,10000000.0,2009,Thriller/Suspense,,17.0,6.0,16107.0
1093,"4 luni, 3 saptamani si 2 zile",4723542,900000.0,2008,Drama,,,,
1094,50 First Dates,196376832,75000000.0,2004,Romantic Comedy,Peter Segal,44.0,6.8,64701.0
1095,Six-String Samurai,134624,2000000.0,1998,,,60.0,6.4,3462.0
1096,The 6th Day,96024898,82000000.0,1900,Action,Roger Spottiswoode,40.0,5.8,32606.0
1097,Seven Pounds,166617328,54000000.0,2008,Drama,Gabriele Muccino,27.0,7.6,62718.0
1098,88 Minutes,32955399,30000000.0,2008,Thriller/Suspense,Jon Avnet,5.0,5.9,31205.0
1099,Eight Below,120612565,40000000.0,2006,Adventure,Frank Marshall,71.0,7.3,17717.0
1100,Eight Legged Freaks,17266505,30000000.0,2002,Comedy,,47.0,5.4,18173.0
1101,8 Mile,242924075,41000000.0,2002,Drama,Curtis Hanson,74.0,6.7,55877.0
1102,8 femmes,42376425,8000000.0,2002,Musical,,,7.0,13631.0
1103,9,46603791,30000000.0,2009,Adventure,Shane Acker,,7.8,1488.0
1104,Nine Queens,12412889,1500000.0,2002,Drama,,,,
1105,The Whole Ten Yards,26323969,30000000.0,2004,Comedy,Howard Deutch,4.0,5.1,20807.0
1106,The Whole Nine Yards,85262492,24000000.0,1900,Comedy,,45.0,6.6,42928.0
1107,About a Boy,129949664,27000000.0,2002,Romantic Comedy,Paul Weitz,93.0,7.4,48875.0
1108,A Bug's Life,363109485,45000000.0,1998,Adventure,John Lasseter,91.0,7.3,56866.0
1109,Abandon,12219367,25000000.0,2002,Thriller/Suspense,,17.0,4.8,5361.0
1110,Absolute Power,50068310,50000000.0,1997,Thriller/Suspense,Clint Eastwood,46.0,6.5,20154.0
1111,Tristram Shandy: A Cock and Bull Story,3061763,4750000.0,2006,Comedy,Michael Winterbottom,,,
1112,Adoration,294244,4000000.0,2009,,Atom Egoyan,,6.3,1437.0
1113,Adaptation,22498520,18500000.0,2002,Comedy,Spike Jonze,91.0,7.9,67135.0
1114,Anything Else,13203044,18000000.0,2003,Romantic Comedy,Woody Allen,40.0,6.4,13010.0
1115,Antwone Fisher,23367586,12500000.0,2002,Drama,Denzel Washington,79.0,7.3,13258.0
1116,Aeon Flux,47953341,55000000.0,2005,Action,,10.0,8.1,1193.0
1117,After the Sunset,38329114,57000000.0,2004,Action,Brett Ratner,18.0,6.2,19793.0
1118,A Good Year,42064105,35000000.0,2006,Drama,Ridley Scott,24.0,6.8,23149.0
1119,Agora,32912303,70000000.0,2010,Drama,,,7.3,10054.0
1120,Air Bud,27555061,3000000.0,1997,Comedy,Charles Martin Smith,45.0,4.6,4698.0
1121,Air Force One,315268353,85000000.0,1997,Action,Wolfgang Petersen,78.0,6.3,61394.0
1122,Akeelah and the Bee,18948425,8000000.0,2006,Drama,,83.0,7.6,8245.0
1123,All the King's Men,9521458,55000000.0,2006,Drama,Steven Zaillian,11.0,6.0,11994.0
1124,The Alamo,23911362,92000000.0,2004,Western,,30.0,5.9,10063.0
1125,All About the Benjamins,25873145,14000000.0,2002,Comedy,Kevin Bray,29.0,5.3,4366.0
1126,Albino Alligator,353480,5000000.0,1997,Drama,Kevin Spacey,,5.9,4377.0
1127,Sweet Home Alabama,163379330,38000000.0,2002,Comedy,Andy Tennant,37.0,5.8,29891.0
1128,Fat Albert,48563556,45000000.0,2004,Comedy,Joel Zwick,21.0,4.0,4801.0
1129,Alice in Wonderland,1023291110,200000000.0,2010,Adventure,Tim Burton,51.0,6.7,63458.0
1130,Alfie,35195939,40000000.0,2004,Comedy,Charles Shyer,49.0,6.1,20769.0
1131,It's All Gone Pete Tong,1470620,2000000.0,2005,Drama,,,7.3,7631.0
1132,Ali,84383966,109000000.0,2001,Drama,Michael Mann,67.0,6.6,31785.0
1133,Alien: Resurrection,160700000,60000000.0,1997,Action,Jean-Pierre Jeunet,,6.2,66141.0
1134,Alien,203630630,9000000.0,1979,Horror,Ridley Scott,97.0,8.5,180387.0
1135,A Lot Like Love,47835784,25000000.0,2005,Comedy,,41.0,6.4,17929.0
1136,All the Pretty Horses,18120267,45000000.0,1900,Western,Billy Bob Thornton,32.0,5.7,6511.0
1137,Almost Famous,47371191,60000000.0,1900,Comedy,Cameron Crowe,88.0,8.0,94424.0
1138,Evan Almighty,173219280,175000000.0,2007,Comedy,Tom Shadyac,23.0,5.5,43164.0
1139,Bruce Almighty,485004995,81000000.0,2003,Comedy,Tom Shadyac,48.0,6.6,92494.0
1140,All or Nothing,184255,9000000.0,2002,Drama,Mike Leigh,,,
1141,Alone in the Dark,8178569,20000000.0,2005,Horror,Uwe Boll,1.0,2.3,26028.0
1142,Alpha and Omega 3D,10115431,20000000.0,2010,Adventure,,,6.2,83.0
1143,Along Came a Spider,105159085,28000000.0,2001,Thriller/Suspense,Lee Tamahori,32.0,6.1,22994.0
1144,The Dangerous Lives of Altar Boys,1779284,12000000.0,2002,Drama,,77.0,6.9,7943.0
1145,Alatriste,22860477,28000000.0,2007,Adventure,,,5.9,4944.0
1146,Alvin and the Chipmunks,360578644,55000000.0,2007,Comedy,Tim Hill,27.0,5.5,19200.0
1147,Alex & Emma,15358583,30000000.0,2003,Drama,Rob Reiner,11.0,5.4,6539.0
1148,Alexander,167297191,155000000.0,2004,Adventure,Oliver Stone,16.0,5.4,59498.0
1149,El Crimen de Padre,5719000,1800000.0,2002,Drama,,,,
1150,American Beauty,356258047,15000000.0,1999,Drama,Sam Mendes,89.0,8.6,292562.0
1151,An American Carol,7013191,20000000.0,2008,Comedy,David Zucker,12.0,4.5,6000.0
1152,American Dreamz,16510971,17000000.0,2006,Black Comedy,Paul Weitz,40.0,5.7,15097.0
1153,Amelia,19722782,40000000.0,2009,Drama,Mira Nair,21.0,5.7,3238.0
1154,Le Fabuleux destin d'AmÃˆlie Poulain,174201661,10350000.0,2001,Comedy,Jean-Pierre Jeunet,,8.5,181085.0
1155,American History X,6719864,10000000.0,1998,Drama,,83.0,8.6,224857.0
1156,American Gangster,265697825,100000000.0,2007,Drama,Ridley Scott,79.0,7.9,114060.0
1157,An American Haunting,27844063,14000000.0,2006,Horror,,12.0,4.9,13510.0
1158,Amistad,44212592,40000000.0,1997,Drama,Steven Spielberg,77.0,7.1,28477.0
1159,AimÃˆe & Jaguar,927107,6800000.0,1900,Drama,,,7.2,2974.0
1160,Amores Perros,20883834,2000000.0,2001,Drama,Alejandro Gonzalez Inarritu,,8.1,61083.0
1161,American Pie 2,286500000,30000000.0,2001,Comedy,,52.0,6.2,66751.0
1162,American Wedding,126425115,55000000.0,2003,Comedy,,56.0,6.1,52210.0
1163,American Pie,234800000,12000000.0,1999,Comedy,Paul Weitz,59.0,6.9,106624.0
1164,American Psycho,28674417,8000000.0,1900,Black Comedy,Mary Harron,66.0,7.4,99424.0
1165,American Splendor,7978681,2000000.0,2003,Drama,,94.0,7.6,23686.0
1166,America's Sweethearts,157627733,46000000.0,2001,Romantic Comedy,,32.0,5.7,26899.0
1167,The Amityville Horror,108047131,18500000.0,2005,Horror,,24.0,5.8,26303.0
1168,Anacondas: The Hunt for the Blood Orchid,70326393,25000000.0,2004,Horror,Dwight H. Little,,4.3,9565.0
1169,Anaconda,136998907,45000000.0,1997,Horror,,38.0,4.2,29430.0
1170,Anastasia,139801410,53000000.0,1997,Musical,Don Bluth,85.0,6.6,16513.0
1171,Anchorman: The Legend of Ron Burgundy,89366354,25000000.0,2004,Comedy,Adam McKay,,7.0,78249.0
1172,Angels & Demons,485975846,150000000.0,2009,Thriller/Suspense,Ron Howard,35.0,6.7,60114.0
1173,Angela's Ashes,13038660,25000000.0,1999,Drama,Alan Parker,52.0,7.0,10185.0
1174,Angel Eyes,24044532,38000000.0,2001,Drama,,32.0,5.5,11089.0
1175,Anger Management,195660942,56000000.0,2003,Comedy,Peter Segal,43.0,6.1,57088.0
1176,A Night at the Roxbury,30331165,17000000.0,1998,Comedy,,11.0,5.7,23259.0
1177,The Animal,55762229,22000000.0,2001,Comedy,Luke Greenfield,30.0,4.6,18601.0
1178,Anna and the King,39251128,75000000.0,1999,Drama,Andy Tennant,51.0,6.5,14881.0
1179,Analyze That,54994757,60000000.0,2002,Comedy,Harold Ramis,27.0,5.6,24090.0
1180,Analyze This,176885658,30000000.0,1999,Comedy,Harold Ramis,68.0,6.6,52894.0
1181,The Ant Bully,55181129,45000000.0,2006,Adventure,,63.0,6.2,7766.0
1182,Antitrust,10965209,30000000.0,2001,Thriller/Suspense,,25.0,6.0,16263.0
1183,Marie Antoinette,60862471,40000000.0,2006,Drama,Sofia Coppola,55.0,6.4,31877.0
1184,Antz,152457863,60000000.0,1998,Adventure,Tim Johnson,95.0,6.8,37343.0
1185,Anywhere But Here,18653615,23000000.0,1999,Drama,Wayne Wang,64.0,5.9,8514.0
1186,Appaloosa,26111394,20000000.0,2008,Western,Ed Harris,76.0,6.8,22836.0
1187,Apocalypto,117785051,40000000.0,2006,Adventure,Mel Gibson,64.0,7.9,82162.0
1188,Pieces of April,3284124,300000.0,2003,Comedy,,85.0,7.2,12153.0
1189,The Apostle,21277770,5000000.0,1997,Drama,Robert Duvall,91.0,7.1,7757.0
1190,Aquamarine,22978953,17000000.0,2006,Comedy,,52.0,4.6,9116.0
1191,Ararat,1693000,15500000.0,2002,Drama,Atom Egoyan,56.0,6.6,6763.0
1192,Are We There Yet?,97918663,20000000.0,2005,Romantic Comedy,Brian Levant,12.0,4.2,8740.0
1193,Arlington Road,24419219,21500000.0,1999,Thriller/Suspense,,60.0,7.2,36051.0
1194,Armageddon,554600000,140000000.0,1998,Adventure,Michael Bay,42.0,6.1,194.0
1195,Hey Arnold! The Movie,13684949,10000000.0,2002,Adventure,,30.0,5.3,1629.0
1196,Against the Ropes,6429865,39000000.0,2004,Drama,Charles S. Dutton,12.0,5.2,3547.0
1197,King Arthur,203877963,90000000.0,2004,Adventure,Antoine Fuqua,31.0,6.2,53106.0
1198,Arthur et les Minimoys,110102340,80000000.0,2006,Adventure,Luc Besson,,5.9,7626.0
1199,Artificial Intelligence: AI,235900000,90000000.0,2001,Drama,Steven Spielberg,,6.9,91901.0
1200,The Art of War,30199105,40000000.0,1900,Thriller/Suspense,Christian Duguay,16.0,5.5,12484.0
1201,Astro Boy,44093014,65000000.0,2009,Adventure,David Bowers,,6.4,5265.0
1202,A Serious Man,30710147,7000000.0,2009,Comedy,Joel Coen,88.0,7.2,32396.0
1203,The Astronaut Farmer,11003643,13000000.0,2007,Drama,Michael Polish,,6.4,10506.0
1204,As Good as it Gets,314111923,50000000.0,1997,Romantic Comedy,James L. Brooks,85.0,7.8,92240.0
1205,A Single Man,19112672,7000000.0,2009,Drama,,85.0,7.6,14548.0
1206,A Simple Plan,16316273,17000000.0,1998,Drama,Sam Raimi,90.0,7.6,29095.0
1207,Assault On Precinct 13,36040895,30000000.0,2005,Action,,60.0,7.4,13456.0
1208,The Astronaut's Wife,10672566,34000000.0,1999,Thriller/Suspense,,16.0,4.9,20259.0
1209,The A-Team,176047914,110000000.0,2010,Action,Joe Carnahan,47.0,7.2,29886.0
1210,At First Sight,22365133,40000000.0,1999,Drama,,33.0,5.6,6872.0
1211,Aqua Teen Hunger Force: The Movie,5520368,750000.0,2007,Comedy,,,,
1212,ATL,21170563,17000000.0,2006,Comedy,,63.0,4.7,5480.0
1213,Atlantis: The Lost Empire,186049020,90000000.0,2001,Adventure,Gary Trousdale,,6.4,15552.0
1214,Hearts in Atlantis,30885781,31000000.0,2001,Drama,,49.0,6.8,16336.0
1215,Autumn in New York,90717684,40000000.0,1900,Drama,Joan Chen,21.0,4.8,9309.0
1216,Atonement,129425746,30000000.0,2007,Drama,Joe Wright,83.0,7.9,75491.0
1217,The Rules of Attraction,11799060,4000000.0,2002,Black Comedy,,44.0,6.7,26634.0
1218,August Rush,65627510,25000000.0,2007,Drama,,37.0,7.5,28650.0
1219,Across the Universe,29367143,45000000.0,2007,Musical,,53.0,7.5,45611.0
1220,Austin Powers: The Spy Who Shagged Me,309600000,35000000.0,1999,Comedy,Jay Roach,,6.6,81005.0
1221,Austin Powers in Goldmember,292738626,63000000.0,2002,Comedy,Jay Roach,54.0,6.2,69140.0
1222,Austin Powers: International Man of Mystery,67683989,18000000.0,1997,Comedy,Jay Roach,,7.1,74487.0
1223,Australia,207482792,78000000.0,2008,Drama,Baz Luhrmann,54.0,6.8,38089.0
1224,Auto Focus,2703821,7000000.0,2002,Drama,Paul Schrader,72.0,6.6,7236.0
1225,Avatar,2767891499,237000000.0,2009,Action,James Cameron,83.0,8.3,261439.0
1226,The Avengers,48585416,60000000.0,1998,Action,,15.0,3.4,21432.0
1227,The Aviator,214608827,110000000.0,2004,Drama,Martin Scorsese,88.0,7.6,85740.0
1228,AVP: Alien Vs. Predator,172543519,70000000.0,2004,Horror,Paul Anderson,,5.4,63019.0
1229,Around the World in 80 Days,72004159,110000000.0,2004,Adventure,Frank Coraci,30.0,5.6,21516.0
1230,Awake,30757745,8600000.0,2007,Thriller/Suspense,,24.0,6.5,26076.0
1231,And When Did You Last See Your Father?,2476491,8000000.0,2008,Drama,,,6.8,1798.0
1232,Away We Go,10108016,21000000.0,2009,Comedy,Sam Mendes,66.0,7.3,14929.0
1233,Don't Say a Word,104488383,50000000.0,2001,Thriller/Suspense,,23.0,6.1,22157.0
1234,Babe: Pig in the City,69131860,80000000.0,1998,Adventure,George Miller,61.0,6.1,9918.0
1235,Babel,135302837,20000000.0,2006,Drama,Alejandro Gonzalez Inarritu,69.0,7.6,95122.0
1236,Babylon A.D.,70216497,45000000.0,2008,Action,Mathieu Kassovitz,7.0,5.3,27189.0
1237,My Baby's Daddy,17322212,12000000.0,2004,Comedy,,,4.0,2010.0
1238,Super Babies: Baby Geniuses 2,9109322,20000000.0,2004,Comedy,,,1.4,10886.0
1239,Baby Geniuses,27151490,13000000.0,1999,Comedy,,2.0,2.2,9038.0
1240,Bad Boys II,272940870,130000000.0,2003,Action,Michael Bay,24.0,6.2,58002.0
1241,Bad Company,69157016,70000000.0,2002,Action,Joel Schumacher,10.0,5.3,17901.0
1242,La mala educaciÃ›n,40311842,5000000.0,2004,Drama,Pedro Almodovar,,7.5,21756.0
1243,Bad Lieutenant: Port of Call New Orleans,8162545,25000000.0,2009,Drama,Werner Herzog,87.0,,
1244,The Bad News Bears,33500620,35000000.0,2005,Comedy,Richard Linklater,,7.1,7749.0
1245,Burn After Reading,163415735,37000000.0,2008,Black Comedy,Joel Coen,78.0,7.2,92553.0
1246,Bait,15471969,35000000.0,1900,Action,Antoine Fuqua,26.0,5.6,5143.0
1247,Boys and Girls,21799652,16000000.0,1900,Romantic Comedy,,11.0,4.9,7779.0
1248,Black and White,5241315,10000000.0,1900,Drama,James Toback,,6.6,452.0
